INCIDENT TITLE,LATITUDE,LONGITUDE
CALLE MONCAYO,41.650122527126264,-0.8961016295392943
"ANDADOR GUTIERREZ MELLADO, 40",41.63809178305277,-0.9125116493516671
CALLE TTE.CORONEL LEON MOYANO,41.625006208226154,-0.8723020345882674
CALLE M. N. SRA. DE LOS ANGELES,41.64309590503782,-0.919764913950192
CALLE ALFONSO ZAPATER CERDAN,41.65694771568945,-0.8560520566536045
CALLE CINEASTA ADOLFO AZNAR,41.67581813729583,-0.8826117703490999
CALLE BALSA DEL MOLINO PEÑAFLOR,41.76200837968715,-0.7963376628826848
"CALLE MOVERA, 290",41.65231753904846,-0.828909908462717
"CALLE RIO GALLEGO PEÑAFLOR, 42",41.668892237169146,-0.8386054011794285
AVENIDA LA INDUSTRIA SANTA ISABEL,41.669831714085554,-0.838754142388978
"AVENIDA SAN GREGORIO SAN GREGORIO, 2",41.68961433084509,-0.8632989921653904
"CALLE CRISTO REY SAN GREGORIO, 21",41.692905417739524,-0.8664060689923822
"CALLE CRISTO REY SAN GREGORIO, 77",41.69093794206946,-0.863764648077339
CALLE EL CASCAJO,41.68935253918151,-0.8622983477231239
"CALLE MAMBLAS, 34",41.66594133745045,-0.821134856792021
AVENIDA ESTUDIANTES SANTA ISABEL,41.670800031495126,-0.8256340557784215
"CALLE IGLESIA ALFOCEA, 34",41.67013586146188,-0.8295667989300223
"CALLE SOBRARBE, 24",41.660161210445594,-0.8736424146721271
"CALLE SOBRARBE, 39",41.659861504060956,-0.8739945662125769
"CALLE PEDRO VILLACAMPA, 26",41.66020245718602,-0.8746547169260287
"CALLE MARIA ZAMBRANO, 48",41.675144028690674,-0.8890495238904981
"CALLE JULIO GARCIA CONDOY, 17",41.67483378167377,-0.8868709107706384
"CALLE PEDRO CALIXTO RAMIREZ, 2",41.65246143695842,-0.8749049747343749
"CALLE SAN LORENZO, 35",41.65217032346981,-0.874504569996233
"PLAZA SAN CARLOS, 4",41.65165952291852,-0.8756177532392609
"CALLE SAN JORGE, 19",41.65195871521085,-0.8759681786404927
PLAZA SAN PEDRO NOLASCO,41.65249249377377,-0.8768284762515131
"CALLE ASALTO, 69",41.64967364676216,-0.8707560484487133
CALLE MAS DE LAS MATAS,41.6639904325831,-0.868373323119844
"CALLE CINEASTA SEGUNDO DE CHOMON, 4",41.67700750732231,-0.8833723782399907
"CALLE VALERO JULIAN RIPOL URBANO, 4",41.66546523209085,-0.8818858665078674
CALLE VALERO JULIAN RIPOL URBANO,41.665754319112494,-0.8819334412396868
"CALLE MARIA ZAMBRANO, 4",41.664718067869345,-0.8841061010348739
"CALLE RIO ESERA, 1",41.66143862346291,-0.8960646740190163
"CALLE RIO ARAGON, 2",41.66204009234505,-0.896694858447125
"CALLE RIO GUADALOPE, 1",41.66268380763723,-0.8974190442026101
"CALLE ALMUNIA DE DOÑA GODINA, 28",41.66275311127575,-0.8977610149214508
"ALMOZARA, CAMINO, 58",41.66354488339863,-0.898947864536767
"ALMOZARA, CAMINO, 65",41.66348484561555,-0.8993586653196919
"AVENIDA PUERTA DE SANCHO, 30",41.66199463492623,-0.901104207050841
"CALLE PARIS, 4",41.661020031845716,-0.903467078761237
"CALLE PARIS, 4",41.66090519466442,-0.903837120487783
CALLE MADRE RAFOLS,41.65288529425414,-0.888368668857954
CALLE PANTANO DE YESA,41.66863965849618,-0.8743062571733502
"CALLE PANTANO DE YESA, 10",41.66839854674773,-0.8736877811228692
"PASEO ALBERTO CASAÑAL SHAKERY, 2",41.670138099882216,-0.8752179060655868
"AVENIDA CESAR AUGUSTO, 69",41.65555651283409,-0.8837598731974683
"AVENIDA SAN JUAN DE LA PEÑA, 113",41.66811671949879,-0.8716004235316888
"CALLE PEDRO IV CEREMONIOSO, 1",41.63435050499992,-0.90563566125123
"CALLE JERUSALEN, 4",41.63603299887634,-0.9033176145373305
"CALLE PEDRO III EL GRANDE, 4",41.637553279810916,-0.9051921635739965
"CALLE PEDRO III EL GRANDE, 5",41.63715489688442,-0.9058185718673796
"CALLE MIGUEL ASIN Y PALACIOS, 26",41.63623706574314,-0.9056177842321275
"AVENIDA RAMON SAINZ DE VARANDA, 15",41.63753570746181,-0.9114010359590377
"AVENIDA RAMON SAINZ DE VARANDA, 15",41.63706839309937,-0.911705471995082
"AVENIDA JUAN PABLO II, 58",41.63775891412688,-0.9088173295726203
"AVENIDA RAMON SAINZ DE VARANDA, 15",41.6373622814191,-0.9105314020554287
"AVENIDA RAMON SAINZ DE VARANDA, 3",41.63848778258913,-0.9085332242809812
"AVENIDA JUAN CARLOS I, 45",41.63976485551961,-0.9084306844437763
"AVENIDA JUAN CARLOS I, 35",41.640592396604006,-0.9088668886091705
"AVENIDA JUAN PABLO II, 37",41.640636342315915,-0.9102923291406196
"AVENIDA JUAN PABLO II, 37",41.64067089016715,-0.9099634327928853
"AVENIDA JUAN PABLO II, 42",41.639779265238886,-0.9094699741865094
"CALLE CONDES DE ARAGON, 30",41.63611357897152,-0.9077383946667632
"NAVARRO PEREZ,F.(ARQ)",41.635677624171734,-0.9112514278716591
CALLE ANGELA LOPEZ JIMENEZ,41.63489834457648,-0.910001731766865
RONDA HISPANIDAD,41.634319718078075,-0.909138033897876
"CALLE TOMAS GABASA GARRALAGA, 6",41.63187523327472,-0.9111636619320919
CALLE UNCASTILLO,41.639481462783806,-0.8804320381607146
"AVENIDA CATALUÑA, 158",41.66451569655922,-0.8583580531588251
CALLE JESUS BURRIEL ALIAS,41.654136397070964,-0.8567079477979609
"CALLE MIGUEL ASSO, 7",41.65960223697028,-0.8612383164574055
"CALLE MIGUEL ASSO, 7",41.65962636947667,-0.8615670738777749
"AVENIDA JUAN PABLO II, 20",41.642529481696975,-0.9121227132809452
"CALLE DOMINGO MIRAL, 23",41.64227843179461,-0.904516175478859
"CALLE DOMINGO MIRAL, 23",41.64237571352889,-0.9046649097619924
CALLE DOMINGO MIRAL,41.642128309730396,-0.9036925682925744
CALLE DOMINGO MIRAL,41.64159478018215,-0.9038221299189417
CALLE LUIS BERMEJO,41.637438839062476,-0.9008953294320122
CALLE LUIS BERMEJO,41.637223334768365,-0.9004381754206867
"CALLE ITALIA, 46",41.650795735109185,-0.8999152175447346
"CALLE PERDIGUERA, 7",41.660150454253134,-0.8716022400109819
CALLE BALBINO ORENSANZ,41.65583671230002,-0.8592617889988335
CALLE VELILLA DE EBRO,41.658447594629095,-0.8596905146902902
CALLE VELILLA DE EBRO,41.6584995149439,-0.8605438966336303
PLAZA LA ALBADA,41.660224903989146,-0.8622714783548326
"CALLE LA JOTA CASETAS, 42",41.66123086003414,-0.8592199902305179
CALLE CINEASTA SEGUNDO DE CHOMON,41.678200829675525,-0.8836143791856197
CALLE CINEASTA SEGUNDO DE CHOMON,41.677846709602356,-0.8829700496750541
"PASEO SAGASTA, 13",41.6432270723302,-0.8859927749988898
"PASEO SAGASTA, 52",41.64185790232235,-0.8862284511090617
PIGNATELLI R.(PARQUE),41.638762451773545,-0.8858921372959789
"CAMINO PUENTE VIRREY, 1",41.63648117248593,-0.8779329307921179
CALLE RAQUEL MELLER,41.63774002104727,-0.8724631029169011
PLAZA REINA SOFIA,41.64335481003634,-0.8721756807609561
"AVENIDA CONSTITUCION CASETAS, 19",41.72196949486931,-1.0245303908707855
"AVENIDA CONSTITUCION CASETAS, 19",41.72187526488378,-1.0245501084828539
CALLE GALICIA CASETAS,41.719500278185876,-1.0270684969189945
CALLE M. CARMEN SOLDEVILA,41.65065467773342,-0.9243701930497109
"CALLE LEON XIII, 5",41.6465697082716,-0.8806793476770444
"AVENIDA CAMINO DE LAS TORRES, 41",41.643653546405005,-0.8795658296225732
AVENIDA CAMINO DE LAS TORRES,41.6434191655734,-0.8807749442510989
CALLE ALBERT SCHWEITZER,41.64261500765308,-0.8821009327132212
"AVENIDA CAMINO DE LAS TORRES, 73",41.642428005701674,-0.8817282412348627
"PASEO DE LAS DAMAS, 37",41.64319616860824,-0.8823580564169786
"CALLE SAN VICENTE MARTIR, 1",41.643990657457444,-0.8829504022716942
CALLE GONZALO CALAMITA,41.633945426942695,-0.8999726598159437
CALLE GONZALO CALAMITA,41.63370005116297,-0.8996060627165816
"PASEO ISABEL CATOLICA, 1",41.6354399280353,-0.8992009118486998
"PASEO ISABEL CATOLICA, 1",41.635753032890406,-0.9000700352047252
CALLE GONZALO CALAMITA,41.63425345512381,-0.9008107179382063
CALLE GONZALO CALAMITA,41.63403286518134,-0.8990898289953374
"CALLE ALCALDE GOMEZ LAGUNA, 24",41.64184380713043,-0.9103241436422534
"CALLE ALCALDE GOMEZ LAGUNA, 25",41.64162891519302,-0.9101461847953306
"CALLE ALCALDE GOMEZ LAGUNA, 25",41.64167594744641,-0.9100085077856791
"CALLE SIXTO CELORRIO, 11",41.65917076733685,-0.8756050147345475
"CALLE TURMO MARIANO, 24",41.66081579972706,-0.8790897630788318
"CALLE TURMO MARIANO, 24",41.660818516584065,-0.8789929909435272
PLAZA ESPAÑA SAN JUAN DE MOZARRIFAR,41.683941697839025,-1.026253074094244
GLORIETA JOSE RAMON ARANA SANTA ISABEL,41.68461113005731,-1.0269486945003066
"AVENIDA LA JOTA GARRAPINILLOS, 13",41.68291368139862,-1.023298405250052
"AVENIDA ZARAGOZA VILLARRAPA, 40",41.68210517048617,-1.0276122974386457
PLAZA UTRILLAS,41.640903174373335,-0.867460932587187
CAMINO DE CABALDOS,41.63611445009576,-0.8690672262093965
CALLE TETUAN,41.63131811541172,-0.8792732867527328
"PARQUE MIRAFLORES, 13",41.63396578428674,-0.8729240182708862
"CALLE JOSE LUIS POMARON HERRANZ, 20",41.645986130741456,-0.8759020660246766
"PASAJE DE LAS CIGUEÑAS, 3",41.639883526790044,-0.8671157605461741
CALLE VIOLETA PARRA,41.670398660747594,-0.878595541505797
CALLE FLORENTINO BALLESTEROS,41.64517801159777,-0.8687399148997428
PASEO BICENTENARIO DE LOS SITIOS DE ZARAGOZA,41.66195857694188,-0.8937201013556052
"CALLE SAGRADA FAMILIA, 3",41.62788390326269,-0.9118303409158071
CALLE LORENZO NORMANTE,41.62856875130305,-0.9320199520733414
CALLE LORENZO NORMANTE,41.62844532157687,-0.9321679500295684
CALLE JOAQUIN RODRIGO,41.637918064477205,-0.9458521688167688
"AVENIDA DE LA ILUSTRACION, 5",41.62778328641831,-0.9264174897974177
"PASEO DE LA MINA, 9",41.64754446273043,-0.878106051622338
"PASEO CONSTITUCION, 33",41.64753900707272,-0.8804943488173035
"PASEO CONSTITUCION, 14",41.6480222351061,-0.8820342511515356
"PASEO CONSTITUCION, 1",41.64729537636486,-0.8848686104852597
"PLAZA BASILIO PARAISO, 4",41.647406504753675,-0.8862578808880857
"PLAZA BASILIO PARAISO, 4",41.64764367888893,-0.8864211173664012
"PASEO PAMPLONA, 11",41.64860436995426,-0.8869917880219895
"PLAZA DE ARAGON MONZALBARBA, 6",41.64810230877314,-0.8846697725604925
"CALLE JOAQUIN COSTA, 1",41.649225846809074,-0.8823454512253494
PLAZA LOS SITIOS,41.64948111751194,-0.8793386412213308
PLAZA LOS SITIOS,41.6484621808474,-0.8800060931387824
"MORET, SEGISMUNDO",41.64886731168431,-0.8785332235327709
"PASEO INDEPENDENCIA, 17",41.6511914663615,-0.8814868073403822
"CALLE COSO, 47",41.65219150084194,-0.8802824590273505
PLAZA ESPAÑA,41.652324453947536,-0.8811427267705039
PLAZA ESPAÑA,41.65231249327963,-0.8814709570583321
"CALLE COSO, 17",41.65331245379913,-0.8824606171758236
CALLE TTE. CORONEL VALENZUELA,41.653083902156645,-0.883009945753909
CALLE MORERIA,41.652578142096196,-0.8834232821827362
"CALLE MARCELIANO ISABAL, 5",41.650848811988354,-0.884642332037859
AVENIDA CESAR AUGUSTO,41.6513748905598,-0.8860666209549836
CALLE BILBAO CASETAS,41.64975787796225,-0.8853144727249546
"CALLE JOSE LUIS ALBAREDA, 4",41.64965731899614,-0.8852337050197742
"PASEO MARIA AGUSTIN, 111",41.65875020050586,-0.8928722994587747
"PASEO MARIA AGUSTIN, 88",41.65857474037382,-0.8923904192374471
"AVENIDA PABLO GARGALLO, 17",41.65980044268043,-0.8953825162471433
"AVENIDA PABLO GARGALLO, 48",41.66041092021467,-0.8969965050253651
"AVENIDA SAN JUAN BOSCO, 5",41.644774900267,-0.9004121984893544
CALLE MENENDEZ PELAYO,41.644358117723264,-0.9005229930234822
CALLE MENENDEZ PELAYO,41.64341809731834,-0.8996013572835475
CALLE MENENDEZ PELAYO,41.643283688454034,-0.8998854884861855
CALLE MENENDEZ PELAYO,41.6429944744649,-0.8990916142662475
CALLE MENENDEZ PELAYO,41.64219054522729,-0.9006882348733858
CALLE MENENDEZ PELAYO,41.64204692616775,-0.8992364694055733
CALLE MENENDEZ PELAYO,41.64179042193958,-0.8994928638648649
CALLE MENENDEZ PELAYO,41.64235835693791,-0.8977975305384494
CALLE PEDRO CERBUNA,41.64199943439465,-0.8966404567693691
CALLE PEDRO CERBUNA,41.641869249466836,-0.8971549808019729
CALLE PEDRO CERBUNA,41.641245352421585,-0.8977598774669211
CALLE PEDRO CERBUNA,41.64099286702153,-0.897989609134582
CALLE PEDRO CERBUNA,41.64059391367653,-0.8980902269412349
CALLE PEDRO CERBUNA,41.64084605370892,-0.89882643993823
CALLE PEDRO CERBUNA,41.64099118134399,-0.899128613286586
"AVENIDA SAN JUAN BOSCO, 21",41.643159129262884,-0.9053971644267677
"AVENIDA SAN JUAN BOSCO, 70",41.64331849447446,-0.9057402064276543
CALLE DOMINGO MIRAL,41.64066140608967,-0.9017830561734305
CALLE DOMINGO MIRAL,41.64056613674725,-0.9017447251326746
"CALLE DOMINGO MIRAL, 4",41.64075038636116,-0.9014770021990368
"CALLE DOMINGO MIRAL, 13",41.64051480605328,-0.9013998818964526
"CALLE DOMINGO MIRAL, 3",41.640069815913506,-0.9002131979227844
"CALLE DOMINGO MIRAL, 3",41.63998009927033,-0.9002323201428047
"CALLE DOMINGO MIRAL, 3",41.63971277477148,-0.9001431491157356
PLAZA WOLFGANG AMADEO MOZART,41.66172518766714,-0.8654574564650154
"AVENIDA MADRID, 23",41.65560105659866,-0.8955017510367874
CALLE OSCAR A. ROMERO,41.65577499657384,-0.8934436834884335
"CALLE BERLIN, 1",41.66213960735176,-0.902384628569346
"CALLE BONN, 7",41.662752978325116,-0.9019419382068028
"CALLE PEDRO SAPUTO, 7",41.67679056315818,-0.896570079622501
CALLE PEDRO SAPUTO,41.67684595812657,-0.8973821766265621
"CARRETERA CASTELLON, Km.2.7",41.63199749375987,-0.8508816752167403
"CARRETERA CASTELLON, Km.2,7",41.63165410797031,-0.8520251433540889
"CALCENA, VILLA DE",41.63069481495174,-0.8950926428911525
CALLE MARQUES DE LA CADENA,41.66587980510652,-0.8682653367480165
CALLE MATILDE SANGÜESA CASTAÑOSA,41.66551320093402,-0.8693800596446932
CAMINO DE LA RIBERA GARRAPINILLOS,41.65721542700792,-0.8721485558608242
CAMINO DE LA RIBERA GARRAPINILLOS,41.65795409254965,-0.8733715661110037
PIEDRA (PUENTE),41.65838995214439,-0.8735630701689716
"CALLE JESUS, 15",41.65814466978213,-0.8712606964803656
"CAMINO DEL VADO, 5",41.65754678728848,-0.86913113905177
"CALLE PEDRO ARNAL CAVERO, 5",41.65910589824155,-0.8679700016404922
CALLE ASIN,41.65947811516006,-0.8669157283842532
"CALLE UNCASTILLO, 2",41.65617288226135,-0.8940220587529315
"CALLE SOBRARBE, 61",41.661012487819185,-0.8736509104964261
"CALLE SOBRARBE, 63",41.66122628334341,-0.8735232902313433
"CALLE SOBRARBE, 46",41.66101454859306,-0.8732756397781671
"AVENIDA SAN JUAN DE LA PEÑA, 1",41.66181001069968,-0.8731882023273776
CALLE SIXTO CELORRIO,41.66222859550647,-0.8758539796697341
"CALLE GREGORIO GARCIA ARISTA, 26",41.65951090107512,-0.8779273862967227
"CALLE ZALMEDINA, 13",41.66090930547258,-0.8787882371895007
"CALLE PEDRO III EL GRANDE, 6",41.63758454905096,-0.9054252677580606
"CALLE REINO, 50",41.657770419447836,-0.8988797016622313
"CALLE JUAN BAUTISTA DEL MAZO, 1",41.66036242021817,-0.9002540590071323
"PASEO MARIA AGUSTIN, 2",41.65010107444069,-0.8878141836341555
"PASEO MARIA AGUSTIN, 6",41.650502153918474,-0.8885648107767843
"PASEO MARIA AGUSTIN, 36",41.652912141928304,-0.89154713299941
"PASEO MARIA AGUSTIN, 41",41.65181432509421,-0.891355503123696
PLAZA EMILIO ALFARO GRACIA,41.657841327338836,-0.8951266257083716
"CALLE CONDE DE ARANDA, 132",41.65611342003581,-0.8924983170408468
"CALLE CONDE DE ARANDA, 78",41.65539159939981,-0.8889935230773617
"CALLE CONDE DE ARANDA, 48",41.65506362251502,-0.8875649290081948
"CALLE CONDE DE ARANDA, 6",41.654814301946026,-0.8862514668253427
"EXPO 2008, AV. DE LA",41.66054098643009,-0.908315558409075
CALLE RIOJA,41.65814139308865,-0.9085993235869653
"CANO MATA, ANTONIO",41.65746025937594,-0.9073003007799222
AVENIDA NAVARRA,41.65688216152317,-0.9121588909431866
CALLE GERTRUDIS GOMEZ DE AVELLANEDA,41.66887564253135,-0.8890591999223116
CALLE GERTRUDIS GOMEZ DE AVELLANEDA,41.669113412216674,-0.8890099885196202
CALLE SAN AGUSTIN,41.65092612278944,-0.871029409775872
CALLE ASALTO,41.65110327596886,-0.8701397496663718
"CALLE SAN BRAULIO, 5",41.654825899878546,-0.8793049702368788
"PASEO DE LAS DAMAS, 2",41.645855728539516,-0.884945013257689
PLAZA LA ERMITA,41.63144100959977,-0.9110588371794557
"CALLE EMBARCADERO, 4",41.62972251823117,-0.9079384130464213
"CALLE VIOLANTE DE HUNGRIA, 23",41.64187948010852,-0.9053581755364989
"AVENIDA CAMINO DE LAS TORRES, 104",41.64088939906767,-0.8842550110893125
"PASEO GRAN VIA, 7",41.64657774813568,-0.8867393499423324
"PASEO GRAN VIA, 27",41.64553599481087,-0.8893532097080351
"PASEO GRAN VIA, 37",41.64483858496863,-0.8911027550151884
"PASEO GRAN VIA, 41",41.644325345729776,-0.8918464160843148
"PASEO FERNANDO CATOLICO, 2",41.6440861569513,-0.8920638615543971
"PASEO FERNANDO CATOLICO, 1",41.644039156315564,-0.8919566088422043
"PASEO FERNANDO CATOLICO, 14",41.64305285387849,-0.8929343207052945
"PASEO FERNANDO CATOLICO, 28",41.64200769117761,-0.8938951888551139
"PASEO FERNANDO CATOLICO, 32",41.64186162543438,-0.894033942691762
"PASEO FERNANDO CATOLICO, 58",41.638988131200975,-0.896717282674319
CALLE LUIS BERMEJO,41.63664741445921,-0.8997264395042982
"PASEO ISABEL CATOLICA, 5",41.633096939509365,-0.903816654440702
"VIA IBERICA, 1",41.63090820371142,-0.9057855430535795
"VIA IBERICA, 1",41.63080503845923,-0.9058080909241207
"CALLE DE LOS DIPUTADOS, 17",41.65710398889691,-0.8951921965310147
CALLE RAMON PIGNATELLI,41.65504914139497,-0.8921709462970497
"AVENIDA ACADEMIA GENERAL MILITAR, 80",41.686604220076994,-0.8704707163454519
"AVENIDA ACADEMIA GENERAL MILITAR, 21",41.68078114556669,-0.8711805907627175
AVENIDA ACADEMIA GENERAL MILITAR,41.677816273352455,-0.8708446535958296
"AVENIDA SALVADOR ALLENDE, 73",41.67550115926069,-0.8769046778322199
"CALLE PABLO RUIZ PICASSO, 2",41.67320621308851,-0.8774853737942239
"CALLE PABLO RUIZ PICASSO, 55",41.67215634898832,-0.8940932942385036
"CALLE PABLO RUIZ PICASSO, 59",41.67184430316436,-0.8959876093174289
"AVENIDA RANILLAS, 101",41.67196284872241,-0.8982817187742306
"CALLE PABLO RUIZ PICASSO, 61",41.671276079185134,-0.8984037685108208
"CALLE PABLO RUIZ PICASSO, 61",41.67109102694705,-0.8996122145270135
"CALLE PABLO RUIZ PICASSO, 61",41.670674148578044,-0.8994712947370721
"CALLE PABLO RUIZ PICASSO, 61",41.670830734591895,-0.9008933703455401
"CALLE PABLO RUIZ PICASSO, 61",41.67056321348478,-0.9007933547130567
"CALLE PABLO RUIZ PICASSO, 63",41.670422437721065,-0.9017151749133501
"CALLE PABLO RUIZ PICASSO, 63",41.67030246564024,-0.9025435822638509
"CALLE PABLO RUIZ PICASSO, 63",41.67047563681236,-0.9026556776228993
"CALLE PABLO RUIZ PICASSO, 65",41.67032933549711,-0.9035222962051347
"CALLE PABLO RUIZ PICASSO, 65",41.670025176162056,-0.9033886246775017
"CALLE PABLO RUIZ PICASSO, 65",41.670122624495626,-0.9045338143678098
"CALLE PABLO RUIZ PICASSO, 65",41.66984037812032,-0.9043669950881322
CALLE PABLO RUIZ PICASSO,41.670314545063846,-0.9054272939893651
CALLE PABLO RUIZ PICASSO,41.67036522569988,-0.9052430664830682
CALLE PABLO RUIZ PICASSO,41.66842453071358,-0.9047612703867297
CALLE PABLO RUIZ PICASSO,41.670865887737065,-0.9094899590563537
CALLE PABLO RUIZ PICASSO,41.67095286400198,-0.9093201741178564
CALLE PABLO RUIZ PICASSO,41.67004709439728,-0.9102768225484745
CALLE PABLO RUIZ PICASSO,41.668465146757335,-0.9097105971432449
CALLE PABLO RUIZ PICASSO,41.66804961214537,-0.9098904054767614
CALLE PABLO RUIZ PICASSO,41.668120877413024,-0.9103422616309117
CALLE PABLO RUIZ PICASSO,41.666916351803756,-0.9104717931770508
